AP_VISVEH_DETAIL_01_20240808011330.dat,3N1AB8CVXRY345577-99,N
AP_VISVEH_DETAIL_01_20240808011330.dat,1G1ZD5ST6RF210458-9LRR721,N
AP_VISVEH_DETAIL_01_20240808011330.dat,1HGCV3F12MA012877-99,N
AP_VISVEH_DETAIL_01_20240808011330.dat,1N4BL4CVXLC165464-18BLGK,N
AP_VISVEH_DETAIL_01_20240808011330.dat,1N4AA6CV3PC508473-JJ2W9G,N
AP_VISVEH_DETAIL_01_20240808011330.dat,1N4BL4BV0LC256485-99,N
AP_VISVEH_DETAIL_01_20240808011330.dat,1N4BL4DVXRN420111-289BNJP,Y
AP_VISVEH_DETAIL_01_20240808011330.dat,1N4BL4DVXRN328903-99,N
AP_VISVEH_DETAIL_01_20240808011330.dat,1G1ZD5ST7NF143170-TXA6833,N
AP_VISVEH_DETAIL_01_20240808011330.dat,1N4BL4CV5MN346610-9DZY268,N
AP_VISVEH_DETAIL_01_20240808011330.dat,1N4BL4CV1NN347142-AF16GM,N
AP_VISVEH_DETAIL_01_20240808011330.dat,1G1ZD5ST4NF182234-209T62,N
AP_VISVEH_DETAIL_01_20240808011330.dat,1G1ZD5ST6NF195065-BJDP35,N
AP_VISVEH_DETAIL_01_20240808011330.dat,1G1ZE5ST6RF252299-MNH1461,Y
AP_VISVEH_DETAIL_01_20240808011330.dat,3N1AB8CV0PY249583-EST9810,N
AP_VISVEH_DETAIL_01_20240808011330.dat,3HGGK5H88KM743426-63BWCF,N
AP_VISVEH_DETAIL_01_20240808011330.dat,3MVDMBBL9MM249875-QNJW67,N
AP_VISVEH_DETAIL_01_20240808011330.dat,3GNCJMSB3LL313011-AF31GU,N
AP_VISVEH_DETAIL_01_20240808011330.dat,3GNCJLSB8LL227204-99,N
AP_VISVEH_DETAIL_01_20240808011330.dat,3KPF24AD7PE592916-99,N
AP_VISVEH_DETAIL_01_20240808011330.dat,3MVDMBEM1LM124548-HLCU58,N
AP_VISVEH_DETAIL_01_20240808011330.dat,3GNKBGRS9KS693962-JKUT31,N
AP_VISVEH_DETAIL_01_20240808011330.dat,3GKALVEG6RL369612-CWD1894,Y
AP_VISVEH_DETAIL_01_20240808011330.dat,3GKALVEG5RL381069-LBV3691,Y
AP_VISVEH_DETAIL_01_20240808011330.dat,3GNAXLEX9KL262295-99,N
AP_VISVEH_DETAIL_01_20240808011330.dat,3GKALVEGXRL369757-CWD2241,Y
AP_VISVEH_DETAIL_01_20240808011330.dat,5GAERCKWXNJ123418-CWV6694,N
AP_VISVEH_DETAIL_01_20240808011330.dat,5J6RW1H52KA036355-99,N
AP_VISVEH_DETAIL_01_20240808011330.dat,3VWCB7BU4LM070759-37DEIE,N
AP_VISVEH_DETAIL_01_20240808011330.dat,3N1CP5CV1PL512430-CWH6430,N
AP_VISVEH_DETAIL_01_20240808011330.dat,3VWC57BU4KM260373-99,N
AP_VISVEH_DETAIL_01_20240808011330.dat,3N1CN8DV3RL921599-246BNJP,Y
AP_VISVEH_DETAIL_01_20240808011330.dat,4T1DAACK7SU526876-99,Y
AP_VISVEH_DETAIL_01_20240808011330.dat,4T1DAACK2SU528356-99,Y
AP_VISVEH_DETAIL_01_20240808011330.dat,4T1C11AK0LU891013-99,N
AP_VISVEH_DETAIL_01_20240808011330.dat,4T1G11AK7RU889463-9HHP270,N
AP_VISVEH_DETAIL_01_20240808011330.dat,4T1G11AK4PU094030-45DZGK,N
AP_VISVEH_DETAIL_01_20240808011330.dat,4T1DAACK8SU033384-1WH490,Y
AP_VISVEH_DETAIL_01_20240808011330.dat,4T1G11AK1PU803285-KBB2875,N
AP_VISVEH_DETAIL_01_20240808011330.dat,4T1DAACK5SU033472-1WH491,Y
AP_VISVEH_DETAIL_01_20240808011330.dat,4T1G11AK2PU153611-5264017,N
AP_VISVEH_DETAIL_01_20240808011330.dat,4S4BTACCXN3125231-99,N
AP_VISVEH_DETAIL_01_20240808011330.dat,4T1DAACK9SU526216-1WL536,Y
AP_VISVEH_DETAIL_01_20240808011330.dat,4T1G11AK5PU809204-KAS6718,N
AP_VISVEH_DETAIL_01_20240808011330.dat,4T1DAACK6SU033366-1WH488,Y
AP_VISVEH_DETAIL_01_20240808011330.dat,4T1G11AK4PU162200-BHXH96,N
AP_VISVEH_DETAIL_01_20240808011330.dat,4T1G11AK7NU666074-9DZY507,N
AP_VISVEH_DETAIL_01_20240808011330.dat,4T1C11AK0NU629026-99,N
AP_VISVEH_DETAIL_01_20240808011330.dat,4T1DAACKXSU526368-9MYK204,Y
AP_VISVEH_DETAIL_01_20240808011330.dat,5NPE34AF6KH775853-99,N
AP_VISVEH_DETAIL_01_20240808011330.dat,5NMS2DAJ0PH514670-AFW2592,N
AP_VISVEH_DETAIL_01_20240808011330.dat,5NPEJ4J2XMH064386-JLDZ43,N
AP_VISVEH_DETAIL_01_20240808011330.dat,5N1AT2MV9KC723968-35ATJU,N
AP_VISVEH_DETAIL_01_20240808011330.dat,5NMS33AD2LH206704-99,N
AP_VISVEH_DETAIL_01_20240808011330.dat,5NPD74LF2KH406775-40BYIZ,N
